"","Jahr","TagezumStichtag"
"106941",2020,103
"106943",2020,4
"106966",2019,1
"107000",2019,32
"107026",2017,173
"107027",2017,39
"107036",2017,14
"107057",2017,8
"107070",2019,160
"107103",2019,82
"107106",2019,92
"107166",2019,5
"107181",2019,240
"107216",2017,26
"107270",2019,46
"107296",2019,13
"107321",2020,149
"107327",2020,1
"107331",2020,109
"107391",2019,10
"107497",2020,75
"107523",2020,125
"107524",2020,25
"107538",2018,22
"107583",2019,25
"107610",2019,6
"107637",2017,3
"107648",2017,128
"107677",2019,62
"107689",2019,125
"107690",2019,15
"107692",2019,105
"107752",2019,73
"107760",2019,8
"107774",2019,121
"107779",2020,9
"107802",2020,37
"107803",2020,130
"107806",2020,44
"107828",2018,122
"107829",2018,46
"107850",2018,67
"107861",2018,9
"107901",2017,4
"107919",2017,60
"107933",2019,251
"107935",2019,43
"107953",2019,22
"107964",2019,4
"107968",2019,7
"107984",2019,28
"108006",2019,15
"108009",2019,50
"108024",2020,20
"108030",2020,86
"108034",2020,74
"108046",2020,19
"108047",2020,133
"108054",2020,64
"108088",2017,46
"108097",2017,50
"108098",2017,3
"108128",2019,72
"108131",2019,38
"108141",2019,72
"108151",2019,5
"108155",2019,7
"108169",2019,9
"108186",2019,72
"108201",2019,42
"108215",2020,62
"108216",2020,85
"108219",2020,68
"108231",2020,58
"108241",2020,70
"108300",2018,19
"108325",2019,42
"108335",2019,137
"108371",2019,8
"108452",2018,18
"108463",2018,7
"108465",2018,9
"108469",2018,280
"108473",2018,72
"108491",2018,56
"108506",2019,99
"108528",2019,36
"108532",2019,14
"108571",2019,2
"108639",2020,7
"108640",2020,35
"108644",2020,10
"108673",2020,14
"108689",2018,100
"108699",2018,69
"108709",2018,47
"108714",2018,86
"108715",2018,11
"108716",2018,60
"108753",2019,47
"108763",2019,120
"108798",2017,12
"108816",2017,87
"108847",2019,25
"108866",2019,68
"108881",2018,35
"108909",2018,4
"108914",2018,19
"108915",2018,17
"108932",2020,47
"108935",2020,117
"108938",2020,54
"108942",2020,75
"108946",2020,63
"108948",2020,74
"108950",2020,151
"108956",2020,32
"108976",2019,78
"108977",2019,59
"108982",2019,42
"108985",2019,15
"108987",2019,19
"109005",2019,83
"109013",2019,25
"109021",2019,55
"109036",2019,24
"109056",2019,111
"109057",2019,2
"109062",2019,57
"109100",2017,60
"109123",2018,356
"109126",2018,66
"109188",2020,92
"109194",2020,113
"109196",2020,149
"109201",2020,16
"109217",2019,95
"109252",2019,37
"109257",2019,108
"109264",2019,30
"109300",2019,101
"109301",2019,22
"109324",2018,104
"109335",2018,19
"109383",2017,10
"109385",2017,157
"109393",2017,49
"109398",2017,64
"109408",2020,3
"109444",2020,43
"109449",2020,24
"109450",2020,98
"109451",2020,77
"109452",2020,19
"109455",2019,46
"109464",2019,32
"109493",2019,10
"109508",2019,7
"109591",2018,18
"109671",2020,327
"109692",2020,27
"109700",2019,24
"109728",2019,15
"109754",2019,59
"109852",2018,95
"109859",2018,10
"109870",2018,88
"109874",2018,3
"109879",2018,45
"109893",2020,66
"109921",2020,4
"109932",2020,142
"109960",2019,20
"109962",2019,27
"109964",2019,12
"109980",2019,11
"110041",2018,62
"110056",2018,11
"110065",2018,7
"110081",2020,21
"110090",2020,1
"110114",2020,50
"110117",2020,17
"110124",2020,257
"110126",2020,19
"110140",2018,42
"110143",2018,5
"110155",2018,55
"110162",2018,108
"110166",2018,58
"110167",2018,26
"110191",2019,14
"110198",2019,190
"110213",2019,102
"110219",2019,2
"110224",2019,70
"110272",2019,91
"110320",2018,56
"110326",2018,65
"110339",2018,18
"110356",2018,23
"110371",2020,22
"110375",2020,236
"110378",2020,17
"110386",2020,29
"110395",2020,82
"110401",2020,32
"110411",2020,81
"110413",2020,104
"110415",2020,2
"110434",2019,1
"110437",2019,103
"110459",2019,56
"110462",2019,10
"110492",2018,10
"110507",2018,113
"110554",2018,255
"110564",2018,21
"110574",2020,21
"110591",2020,197
"110592",2020,32
"110603",2020,152
"110608",2020,177
"110622",2019,1
"110627",2019,3
"110656",2019,14
"110691",2018,9
"110706",2018,111
"110709",2018,111
"110752",2019,38
"110755",2019,96
"110758",2019,80
"110759",2019,135
"110815",2019,75
"110816",2019,59
"110824",2019,205
"110838",2020,143
"110846",2020,35
"110847",2020,6
"110850",2020,61
"110855",2020,20
"110859",2018,27
"110862",2018,3
"110883",2018,59
"110938",2020,77
"110943",2020,136
"110955",2020,48
"110982",2019,43
"110985",2019,49
"110987",2019,133
"110997",2019,74
"111001",2019,12
"111002",2019,32
"111005",2018,43
"111020",2018,21
"111044",2018,125
"111048",2018,10
"111053",2020,143
"111071",2020,28
"111076",2020,42
"111097",2020,58
"111105",2019,141
"111115",2019,92
"111136",2019,32
"111173",2018,8
"111216",2018,83
"111227",2018,27
"111243",2020,136
"111244",2020,18
"111247",2020,87
"111251",2020,120
"111255",2020,59
"111267",2020,188
"111281",2020,1
"111285",2020,8
"111290",2020,25
"111291",2020,6
"111296",2020,16
"111299",2020,12
"111319",2020,39
"111325",2020,33
"111329",2020,2
"111346",2018,29
"111353",2018,102
"111354",2018,158
"111411",2018,51
"111412",2018,30
"111433",2020,1
"111449",2020,156
"111459",2020,7
"111469",2020,150
"111490",2018,56
"111541",2018,48
"111543",2018,9
"111576",2020,204
"111583",2020,50
"111594",2020,102
"111649",2018,39
"111650",2018,20
"111657",2018,32
"111675",2020,12
"111697",2020,137
"111704",2020,6
"111711",2020,151
"111744",2018,98
"111779",2020,35
"111788",2020,91
"111789",2020,76
"111808",2020,43
"111819",2020,11
"111873",2020,5
"111878",2020,210
"111883",2020,40
"111908",2020,157
"111912",2020,26
"111914",2020,82
"111969",2020,30
"111977",2020,47
"111978",2020,88
"111979",2020,19
"111988",2020,93
"112013",2020,209
"112032",2018,37
"112040",2018,14
"112045",2018,143
"112058",2018,37
"112090",2020,169
"112113",2018,11
"112121",2018,48
"112144",2018,32
"112147",2018,192
"112192",2020,176
"112193",2020,14
"112217",2019,22
"112221",2019,6
"112223",2019,65
"112224",2019,39
"112235",2019,2
"112267",2020,90
"112268",2020,26
"112269",2020,7
"112285",2020,43
"112287",2020,21
"112288",2020,11
"112289",2020,4
"112336",2018,51
"112386",2020,34
"112390",2020,2
"112394",2020,17
"112404",2020,84
"112417",2020,6
"112418",2020,34
"112429",2020,152
"112433",2020,76
"112436",2020,61
"112473",2020,15
"112477",2020,79
"112485",2018,31
"112490",2018,41
"112523",2018,23
"112527",2018,62
"112536",2020,42
"112551",2020,54
"112552",2020,25
"112553",2020,1
"112583",2020,61
"112595",2020,73
"112619",2020,87
"112625",2020,1
"112632",2020,241
"112644",2020,89
"112656",2020,67
"112659",2020,41
"112703",2018,75
"112729",2019,11
"112745",2019,44
"112755",2019,56
"112758",2019,10
"112766",2020,36
"112772",2020,79
"112775",2020,63
"112793",2020,37
"112814",2020,86
"112815",2020,52
"112820",2020,87
"112844",2020,43
"112860",2020,87
"112864",2020,12
"112882",2020,90
"112897",2020,150
"112902",2020,43
"112942",2018,89
"112943",2018,18
"112945",2018,24
"112965",2019,7
"112969",2019,260
"112980",2019,101
"112987",2019,12
"112993",2019,185
"112998",2020,94
"113001",2019,47
"113008",2019,17
"113011",2020,23
"113036",2020,131
"113041",2020,101
"113052",2020,51
"113075",2020,30
"113090",2020,3
"113100",2020,11
"113104",2020,74
"113109",2020,176
"113128",2020,112
"113130",2020,134
"113134",2020,5
"113137",2020,38
"113143",2020,122
"113151",2020,23
"113229",2019,5
"113265",2020,18
"113285",2020,170
"113329",2020,19
"113353",2020,115
"113356",2020,90
"113357",2020,70
"113358",2020,2
"113360",2020,36
"113370",2020,10
"113372",2020,2
"113376",2020,1
"113381",2020,31
"113383",2020,21
"113384",2020,21
"113388",2020,30
"113394",2018,6
"113397",2018,16
"113403",2018,8
"113408",2018,2
"113411",2018,14
"113423",2018,11
"113430",2018,8
"113437",2018,27
"113457",2019,78
"113468",2019,51
"113500",2020,83
"113504",2020,42
"113506",2020,92
"113510",2020,146
"113521",2020,69
"113522",2020,18
"113530",2020,133
"113532",2020,22
"113535",2020,31
"113569",2020,58
"113631",2019,40
"113641",2020,20
"113672",2020,50
"113692",2020,59
"113700",2020,12
"113703",2020,30
"113705",2020,43
"113706",2020,35
"113723",2020,116
"113757",2019,22
"113777",2020,56
"113782",2020,43
"113816",2020,5
"113819",2020,326
"113860",2018,67
"113880",2020,56
"113899",2020,349
"113900",2020,31
"113903",2020,20
"113936",2020,50
"113940",2020,8
"113962",2019,12
"113963",2019,12
"114012",2020,21
"114035",2020,42
"114086",2018,12
"114121",2020,22
"114128",2020,18
"114158",2020,41
"114166",2020,31
"114186",2020,72
"114200",2020,97
"114206",2020,79
"114225",2019,18
"114232",2019,77
"114241",2019,53
"114242",2019,44
"114267",2020,141
"114290",2020,54
"114295",2020,10
"114333",2018,13
"114358",2020,23
"114360",2020,238
"114364",2020,28
"114396",2020,2
"114414",2020,80
"114457",2019,44
"114461",2019,59
"114474",2019,12
"114480",2019,1
"114490",2019,27
"114496",2019,1
"114501",2019,112
"114524",2018,8
"114530",2019,23
"114568",2020,44
"114569",2020,106
"114590",2020,34
"114591",2020,36
"114602",2020,2
"114605",2020,11
"114606",2020,63
"114676",2019,7
"114688",2019,91
"114694",2019,7
"114719",2020,2
"114721",2020,100
"114723",2020,2
"114729",2020,51
"114741",2020,21
"114825",2020,17
"114864",2019,5
"114871",2019,35
"114872",2019,53
"114881",2019,60
"114900",2018,36
"114956",2020,184
"115005",2019,56
"115035",2019,181
"115036",2019,198
"115050",2020,26
"115057",2020,2
"115059",2020,16
"115064",2020,23
"115069",2020,15
"115086",2020,58
"115107",2018,108
"115145",2020,8
"115148",2020,6
"115164",2020,59
"115166",2020,12
"115172",2020,19
"115198",2019,29
"115214",2019,60
"115238",2020,41
"115258",2020,71
"115309",2018,5
"115333",2020,36
"115358",2020,4
"115390",2020,87
"115394",2020,7
"115434",2018,132
"115470",2018,5
"115477",2020,42
"115527",2020,1
"115559",2020,22
"115561",2020,92
"115565",2020,4
"115576",2020,58
"115581",2020,10
"115595",2020,31
"115596",2020,85
"115600",2020,61
"115606",2020,26
"115612",2020,27
"115626",2019,40
"115687",2018,70
"115706",2018,25
"115721",2020,74
"115730",2020,6
"115740",2020,17
"115741",2020,2
"115755",2020,14
"115764",2020,50
"115773",2020,68
"115774",2020,165
"115816",2020,204
"115822",2020,27
"115837",2020,24
"115838",2020,75
"115839",2020,85
"115870",2020,109
"115884",2020,29
"115901",2020,5
"115917",2019,85
"115923",2019,2
"115930",2019,74
"115940",2019,35
"115945",2019,35
"115952",2019,17
"115967",2018,77
"115971",2018,6
"116021",2020,10
"116069",2020,6
"116072",2020,10
"116092",2020,171
"116111",2019,36
"116126",2019,18
"116129",2019,129
"116135",2019,51
"116136",2019,20
"116138",2019,68
"116172",2020,23
"116174",2020,20
"116176",2020,105
"116263",2020,24
"116277",2020,194
"116286",2020,5
"116300",2020,45
"116302",2020,30
"116314",2020,50
"116324",2020,56
"116326",2020,8
"116337",2019,12
"116347",2019,160
"116393",2020,2
"116396",2020,56
"116406",2020,47
"116407",2020,19
"116442",2018,13
"116450",2018,110
"116457",2018,12
"116467",2018,27
"116484",2020,45
"116517",2020,13
"116530",2020,42
"116541",2020,20
"116550",2020,21
"116569",2020,149
"116573",2020,109
"116581",2020,116
"116597",2020,1
"116602",2020,122
"116621",2020,79
"116624",2020,56
"116625",2020,1
"116635",2019,79
"116679",2019,22
"116695",2018,24
"116722",2018,15
"116738",2020,35
"116747",2021,12
"116754",2021,114
"116766",2021,35
"116775",2021,49
"116791",2020,15
"116793",2020,23
"116809",2020,8
"116827",2020,12
"116835",2020,14
"116861",2020,150
"116881",2018,47
"116886",2018,60
"116945",2021,23
"116946",2021,129
"116948",2021,27
"116952",2021,18
"116967",2021,56
"116969",2021,85
"116974",2021,116
"117024",2018,99
"117025",2018,28
"117036",2018,82
"117039",2018,129
"117055",2018,5
"117068",2018,3
"117090",2020,39
"117094",2020,110
"117103",2020,24
"117119",2020,32
"117135",2019,18
"117149",2019,10
"117155",2019,72
"117178",2021,5
"117184",2021,13
"117185",2021,42
"117193",2021,78
"117197",2021,33
"117209",2021,28
"117263",2020,26
"117274",2018,68
"117291",2018,44
"117295",2018,15
"117339",2020,71
"117354",2020,1
"117355",2020,53
"117393",2019,8
"117405",2019,110
"117420",2021,68
"117421",2021,86
"117430",2021,13
"117437",2021,38
"117471",2018,10
"117492",2018,12
"117505",2018,20
"117509",2018,7
"117513",2018,37
"117552",2020,89
"117563",2020,68
"117564",2020,20
"117579",2019,40
"117592",2019,39
"117609",2019,101
"117611",2019,34
"117616",2018,11
"117627",2018,45
"117654",2018,17
"117661",2018,63
"117674",2020,6
"117694",2020,21
"117703",2020,26
"117724",2020,37
"117725",2020,6
"117726",2020,121
"117798",2021,23
"117808",2021,10
"117809",2021,32
"117811",2019,58
"117814",2019,189
"117815",2019,63
"117821",2019,43
"117825",2019,44
"117837",2019,19
"117847",2019,16
"117902",2018,85
"117915",2020,88
"117917",2020,320
"117918",2020,103
"117920",2020,20
"117927",2020,83
"117930",2020,213
"117954",2020,42
"117970",2020,168
"117976",2020,24
"117984",2020,257
"117987",2020,32
"117991",2020,53
"117993",2020,71
"118008",2021,42
"118021",2021,68
"118034",2021,16
"118051",2021,113
"118072",2019,12
"118089",2019,15
"118090",2019,70
"118125",2018,63
"118171",2020,80
"118172",2020,207
"118173",2020,12
"118181",2020,111
"118193",2020,53
"118194",2020,71
"118196",2020,50
"118200",2021,142
"118207",2021,24
"118208",2021,60
"118257",2019,83
"118262",2019,43
"118267",2019,16
"118271",2019,98
"118289",2019,52
"118295",2019,30
"118390",2020,52
"118401",2021,82
"118404",2021,22
"118463",2018,11
"118556",2020,58
"118578",2020,204
"118584",2020,119
"118604",2021,54
"118606",2021,90
"118610",2021,2
"118612",2021,15
"118613",2021,129
"118625",2021,20
"118626",2021,42
"118649",2018,20
"118662",2018,24
"118692",2020,10
"118709",2020,2
"118728",2020,27
"118736",2019,23
"118741",2019,88
"118755",2019,16
"118760",2020,15
"118772",2019,25
"118787",2021,10
"118789",2021,54
"118790",2021,66
"118831",2021,5
"118832",2020,38
"118839",2020,7
"118846",2020,37
"118881",2018,66
"118886",2018,4
"118888",2018,36
"118947",2020,27
"118957",2020,47
"118980",2021,119
"118987",2021,87
"118999",2021,6
"119002",2021,19
"119006",2021,41
"119007",2021,83
"119011",2021,48
"119021",2021,25
"119022",2021,108
"119023",2021,132
"119036",2020,9
"119051",2020,54
"119053",2020,186
"119054",2020,2
"119070",2020,10
"119097",2018,30
"119106",2018,13
"119119",2018,51
"119144",2019,3
"119162",2019,18
"119178",2020,6
"119194",2020,226
"119200",2020,42
"119213",2020,181
"119226",2021,38
"119227",2021,97
"119248",2021,63
"119265",2021,49
"119301",2020,71
"119317",2020,21
"119326",2018,20
"119360",2018,17
"119378",2019,11
"119387",2019,7
"119398",2019,9
"119415",2019,54
"119426",2020,84
"119453",2020,32
"119462",2020,49
"119466",2021,30
"119482",2021,41
"119485",2021,69
"119489",2021,54
"119493",2021,127
"119540",2020,204
"119567",2018,6
"119569",2018,12
"119612",2021,41
"119617",2021,6
"119639",2021,10
"119658",2021,31
"119672",2019,46
"119687",2019,13
"119694",2019,124
"119696",2019,3
"119707",2019,111
"119710",2020,91
"119720",2020,24
"119740",2020,5
"119742",2020,8
"119746",2020,5
"119819",2021,21
"119825",2021,31
"119834",2021,227
"119894",2020,28
"119926",2021,13
"119929",2021,6
"119951",2019,218
"119952",2019,42
"119963",2019,97
"119971",2019,7
"119977",2019,78
"119979",2019,219
"119981",2019,256
"119983",2019,96
"119988",2019,8
"120001",2018,22
"120056",2020,215
"120061",2020,86
"120065",2020,51
"120070",2020,31
"120078",2020,91
"120079",2020,87
"120085",2020,31
"120099",2021,32
"120120",2021,16
"120121",2021,25
"120133",2021,76
"120156",2018,41
"120207",2019,12
"120226",2020,38
"120236",2019,119
"120242",2020,109
"120246",2020,80
"120249",2020,30
"120262",2020,113
"120280",2020,85
"120286",2020,103
"120293",2021,290
"120294",2021,38
"120316",2021,10
"120322",2021,31
"120333",2021,26
"120337",2021,89
"120421",2020,26
"120442",2019,32
"120447",2019,18
"120458",2019,58
"120459",2019,39
"120460",2019,89
"120469",2019,230
"120472",2019,105
"120476",2019,29
"120479",2019,2
"120515",2018,7
"120522",2018,62
"120556",2020,36
"120557",2020,36
"120558",2020,21
"120569",2020,71
"120584",2020,56
"120599",2020,193
"120607",2020,95
"120648",2019,164
"120755",2020,3
"120788",2020,51
"120852",2018,14
"120854",2018,122
"120856",2018,6
"120862",2018,32
"120876",2019,22
"120879",2019,10
"120881",2019,6
"120893",2019,127
"120904",2019,104
"120926",2019,34
"120933",2019,66
"120963",2019,120
"120974",2020,73
"120975",2020,52
"120990",2020,25
"121030",2020,8
"121057",2020,50
"121058",2020,29
"121085",2021,43
"121101",2021,85
"121119",2019,9
"121135",2019,131
"121137",2019,77
"121151",2019,156
"121164",2019,61
"121203",2019,7
"121218",2020,180
"121251",2020,18
"121287",2020,37
"121292",2020,45
"121314",2021,124
"121319",2021,26
"121331",2021,121
"121347",2021,60
"121367",2019,44
"121374",2019,189
"121380",2019,104
"121384",2019,4
"121412",2019,46
"121413",2019,49
"121414",2019,49
"121422",2019,27
"121423",2019,10
"121461",2020,11
"121485",2020,34
"121492",2020,12
"121511",2020,156
"121545",2020,200
"121547",2020,58
"121549",2020,81
"121569",2021,36
"121577",2021,31
"121639",2019,22
"121645",2019,2
"121700",2020,135
"121724",2020,55
"121754",2021,17
"121763",2021,85
"121765",2021,53
"121775",2021,184
"121785",2021,49
"121786",2021,76
"121790",2019,43
"121798",2019,119
"121806",2019,23
"121809",2019,27
"121832",2019,2
"121850",2020,114
"121853",2020,109
"121859",2020,12
"121869",2020,23
"121894",2021,26
"121899",2021,9
"121916",2021,71
"121918",2021,7
"121966",2019,158
"121977",2020,100
"121985",2020,12
"122001",2020,1
"122030",2021,45
"122032",2021,64
"122051",2021,10
"122052",2021,31
"122053",2021,86
"122058",2021,7
"122059",2021,5
"122077",2019,117
"122096",2019,72
"122107",2019,36
"122108",2019,95
"122109",2019,15
"122116",2019,30
"122151",2019,5
"122155",2019,16
"122173",2020,55
"122193",2020,41
"122218",2021,58
"122226",2021,55
"122244",2021,4
"122246",2021,6
"122252",2019,134
"122253",2019,124
"122255",2019,16
"122257",2019,29
"122273",2019,42
"122294",2019,43
"122311",2021,97
"122313",2021,2
"122339",2021,33
"122347",2021,83
"122425",2020,90
"122441",2020,175
"122445",2020,2
"122488",2019,55
"122565",2019,7
"122566",2019,73
"122614",2019,2
"122649",2021,75
"122672",2021,90
"122678",2021,35
"122685",2021,80
"122689",2021,44
"122702",2019,180
"122706",2019,122
"122723",2019,4
"122768",2020,25
"122859",2021,10
"122860",2021,126
"122875",2021,18
"122891",2019,41
"122901",2019,91
"122910",2019,15
"122920",2019,86
"122922",2019,1
"122927",2019,27
"122939",2020,47
"122948",2020,52
"122950",2020,106
"122954",2020,9
"122971",2020,86
"122996",2019,61
"122997",2019,20
"123002",2019,81
"123046",2019,250
"123070",2019,367
"123099",2021,31
"123114",2021,45
"123115",2021,50
"123117",2021,73
"123118",2021,50
"123131",2019,133
"123149",2019,96
"123178",2019,46
"123199",2019,295
"123220",2021,9
"123228",2021,161
"123233",2021,21
"123241",2021,1
"123244",2021,35
"123246",2021,32
"123255",2021,90
"123256",2021,79
"123259",2021,22
"123264",2021,76
"123297",2019,84
"123331",2020,13
"123374",2019,26
"123378",2019,5
"123392",2019,1
"123402",2019,126
"123413",2021,31
"123440",2021,19
"123481",2019,139
"123505",2019,37
"123510",2019,50
"123527",2019,16
"123543",2019,7
"123555",2020,16
"123564",2020,30
"123583",2020,93
"123591",2021,45
"123596",2021,142
"123610",2021,6
"123616",2021,196
"123617",2021,29
"123619",2021,177
"123620",2021,19
"123624",2021,26
"123625",2021,46
"123627",2021,4
"123629",2021,37
"123633",2021,33
"123664",2020,46
"123723",2019,33
"123725",2019,37
"123747",2019,12
"123757",2019,57
"123763",2019,17
"123769",2019,38
"123777",2019,32
"123797",2020,38
"123806",2020,95
"123807",2020,150
"123825",2020,49
"123828",2020,13
"123829",2020,24
"123832",2021,16
"123834",2021,1
"123843",2021,85
"123849",2021,35
"123859",2021,166
"123866",2021,4
"123892",2020,30
"123911",2020,57
"123915",2020,3
"123925",2019,220
"123958",2019,16
"123960",2019,1
"124008",2019,23
"124027",2021,38
"124037",2021,1
"124040",2021,70
"124052",2021,36
"124079",2020,30
"124096",2020,48
"124103",2020,96
"124124",2020,19
"124138",2020,186
"124143",2020,76
"124146",2020,127
"124184",2019,147
"124185",2019,70
"124210",2021,14
"124216",2021,170
"124217",2021,75
"124219",2021,122
"124229",2021,11
"124231",2021,7
"124238",2021,12
"124239",2021,22
"124283",2019,51
"124298",2019,22
"124299",2019,121
"124357",2021,158
"124389",2021,53
"124396",2021,69
"124399",2021,37
"124405",2021,300
"124408",2020,30
"124413",2020,113
"124422",2020,10
"124464",2019,168
"124502",2019,84
"124506",2021,141
"124508",2021,97
"124510",2021,128
"124527",2021,5
"124550",2021,42
"124562",2020,73
"124566",2021,58
"124568",2021,98
"124578",2021,194
"124632",2019,77
"124651",2019,5
"124653",2021,62
"124658",2021,101
"124659",2021,35
"124674",2021,24
"124675",2021,11
"124718",2021,45
"124721",2021,52
"124729",2021,24
"124746",2021,51
"124778",2019,52
"124797",2019,20
"124822",2021,39
"124831",2021,76
"124833",2021,18
"124848",2021,137
"124851",2021,9
"124852",2021,64
"124877",2021,102
"124890",2021,74
"124906",2021,10
"124919",2021,1
"124929",2021,28
"124994",2019,63
"125005",2019,150
"125020",2019,58
"125030",2019,396
"125038",2019,13
"125043",2021,17
"125048",2021,47
"125049",2021,96
"125076",2021,1
"125126",2019,33
"125133",2019,11
"125162",2021,194
"125167",2021,19
"125219",2020,96
"125244",2019,4
"125283",2019,109
"125294",2019,72
"125298",2019,187
"125329",2019,4
"125354",2020,1
"125358",2020,29
"125375",2020,76
"125409",2021,79
"125430",2019,27
"125433",2019,9
"125437",2019,69
"125448",2019,163
"125451",2019,39
"125452",2019,22
"125471",2019,35
"125480",2019,30
"125499",2019,213
"125533",2021,146
"125535",2021,31
"125538",2021,121
"125539",2021,47
"125545",2021,14
"125555",2021,7
"125569",2021,187
"125612",2020,56
"125614",2020,17
"125621",2021,46
"125627",2021,50
"125636",2021,106
"125638",2021,73
"125640",2021,7
"125665",2021,2
"125676",2019,50
"125680",2019,42
"125694",2019,46
"125696",2019,46
"125703",2019,81
"125714",2019,5
"125729",2020,106
"125744",2020,111
"125773",2019,3
"125789",2019,194
"125796",2019,38
"125807",2019,26
"125810",2019,79
"125855",2021,30
"125874",2021,44
"125886",2021,35
"125898",2021,56
"125902",2021,41
"125904",2021,24
"125905",2021,17
"125929",2020,149
"125944",2020,61
"125963",2020,27
"125998",2019,74
"126000",2019,18
"126016",2019,19
"126026",2019,57
"126038",2019,195
"126057",2019,225
"126088",2021,30
"126116",2021,223
"126127",2021,34
"126139",2021,33
"126152",2021,57
"126162",2020,24
"126178",2020,24
"126179",2020,21
"126192",2020,26
"126199",2020,85
"126227",2021,66
"126241",2021,36
"126245",2021,46
"126252",2021,27
"126255",2021,7
"126276",2020,12
"126279",2019,1
"126307",2020,3
"126322",2021,30
"126323",2021,9
"126326",2021,61
"126334",2021,37
"126339",2021,104
"126351",2021,16
"126370",2020,371
"126393",2020,27
"126398",2020,143
"126401",2020,15
"126403",2020,109
"126407",2020,163
"126412",2020,31
"126415",2021,33
"126431",2021,38
"126440",2021,83
"126442",2021,55
"126445",2021,49
"126447",2021,41
"126455",2019,2
"126466",2019,5
"126492",2019,113
"126515",2021,10
"126518",2021,42
"126526",2021,14
"126550",2020,48
"126569",2020,320
"126628",2021,10
"126641",2019,62
"126683",2019,51
"126690",2021,84
"126697",2021,11
"126714",2021,116
"126719",2021,69
"126724",2021,114
"126732",2021,4
"126733",2021,129
"126756",2020,107
"126761",2020,65
"126778",2020,84
"126781",2020,54
"126794",2021,26
"126810",2021,244
"126821",2021,8
"126822",2021,56
"126882",2019,63
"126893",2021,32
"126906",2021,48
"126907",2021,6
"126943",2020,82
"126950",2020,39
"126953",2020,7
"126954",2020,25
"126971",2020,7
"127005",2021,73
"127019",2021,31
"127031",2021,78
"127036",2019,43
"127055",2019,69
"127059",2019,17
"127065",2019,1
"127066",2019,41
"127088",2021,137
"127106",2021,72
"127114",2021,110
"127144",2020,33
"127145",2020,123
"127155",2020,349
"127171",2020,16
"127172",2020,122
"127179",2021,34
"127180",2021,7
"127187",2021,32
"127197",2021,58
"127203",2021,4
"127205",2021,37
"127210",2021,70
"127211",2021,128
"127220",2021,17
"127228",2021,81
"127229",2021,82
"127236",2021,19
"127240",2021,27
"127241",2021,42
"127274",2019,26
"127279",2019,49
"127284",2019,94
"127307",2019,46
"127323",2021,46
"127324",2021,164
"127326",2021,107
"127334",2021,58
"127336",2021,58
"127348",2021,149
"127416",2020,38
"127420",2020,96
"127431",2021,18
"127438",2020,12
"127439",2020,11
"127449",2020,229
"127454",2020,18
"127531",2020,186
"127532",2020,53
"127538",2020,1
"127555",2019,297
"127556",2019,297
"127563",2019,127
"127564",2019,124
"127602",2021,16
"127624",2021,190
"127674",2021,64
"127685",2019,76
"127701",2019,14
"127703",2019,3
"127715",2019,97
"127729",2019,18
"127812",2021,70
"127822",2021,25
"127824",2021,82
"127851",2019,107
"127866",2019,137
"127885",2020,134
"127886",2020,41
"127899",2020,27
"127907",2020,61
"127912",2020,56
"127925",2020,261
"127934",2021,17
"127947",2021,17
"127950",2021,224
"127951",2021,7
"127958",2021,20
"127965",2021,168
"127975",2021,221
"127992",2019,187
"128015",2019,71
"128020",2019,236
"128028",2021,2
"128048",2021,268
"128077",2019,14
"128095",2019,27
"128146",2021,30
"128187",2021,27
"128188",2021,20
"128195",2021,90
"128209",2021,19
"128215",2021,33
"128227",2021,27
"128240",2021,74
"128245",2021,62
"128247",2021,43
"128248",2021,20
"128270",2020,168
"128286",2020,4
"128292",2020,56
"128295",2020,4
"128298",2020,17
"128302",2020,82
"128319",2019,3
"128360",2019,43
"128364",2019,2
"128369",2021,46
"128374",2021,20
"128379",2021,33
"128410",2021,38
"128427",2021,25
"128443",2021,31
"128450",2021,21
"128464",2021,11
"128504",2020,55
"128542",2019,13
"128579",2021,28
"128595",2021,18
"128627",2020,38
"128674",2021,46
"128675",2021,103
"128684",2021,253
"128688",2021,12
"128710",2021,4
"128728",2021,32
"128732",2021,28
"128733",2021,69
"128749",2021,75
"128767",2020,14
"128769",2020,76
"128780",2020,184
"128799",2020,7
"128800",2020,22
"128804",2020,24
"128873",2021,41
"128916",2021,58
"128965",2020,66
"128973",2020,4
"128975",2020,147
"128980",2020,55
"129024",2019,67
"129079",2021,3
"129107",2021,237
"129115",2021,42
"129121",2021,30
"129132",2021,37
"129137",2021,20
"129142",2021,59
"129179",2020,84
"129195",2019,37
"129206",2019,71
"129213",2019,56
"129231",2019,36
"129262",2021,21
"129283",2021,45
"129290",2021,157
"129299",2021,1
"129346",2020,104
"129366",2020,36
"129367",2020,52
"129376",2020,72
"129377",2020,13
"129395",2019,38
"129422",2019,16
"129433",2021,34
"129463",2021,133
"129464",2021,36
"129466",2021,72
"129468",2021,49
"129480",2021,19
"129486",2021,10
"129491",2021,6
"129495",2021,105
"129501",2021,116
"129502",2021,6
"129509",2021,40
"129510",2021,34
"129520",2021,36
"129527",2020,59
"129530",2020,60
"129536",2020,20
"129577",2019,15
"129628",2021,134
"129663",2020,190
"129671",2020,33
"129673",2020,45
"129699",2020,1
"129705",2020,131
"129763",2021,35
"129782",2021,91
"129785",2021,27
